frame_id,ped_id,x,y,z,vx,vy,heading
0,0,2.7939,-9.4671,0.0,0.1616,0.9793,1.4072
0,1,3.5088,7.8573,0.0,-0.7555,0.4127,2.6416
0,2,-5.6187,0.133,0.0,0.2563,0.7774,1.2523
0,3,0.9132,-5.629,0.0,0.4311,-1.1332,5.0759
0,4,6.1355,3.9916,0.0,0.5731,0.8657,0.9861
0,5,-3.2514,-8.1687,0.0,0.5004,-0.7089,5.327
0,6,6.1812,4.588,0.0,1.1581,-0.2004,6.1118
0,7,1.0674,6.5567,0.0,0.7975,-0.9403,5.4158
0,8,4.0839,-9.0524,0.0,-0.2272,0.9322,1.8099
0,9,-5.3661,-8.0049,0.0,-0.6565,-0.7471,3.9914
0,10,-2.566,-5.8225,0.0,0.9109,-0.3798,5.8881
0,11,2.2053,-6.5399,0.0,0.681,1.1195,1.0243
0,12,9.7749,2.7635,0.0,-0.4677,-1.0941,4.3084
0,13,5.5092,-5.3939,0.0,-0.3253,0.7554,1.9774
0,14,-5.7991,8.9014,0.0,-0.5628,1.2966,1.9803
0,15,-2.0907,8.3282,0.0,-0.099,1.1168,1.6592
0,16,1.2596,-4.7694,0.0,0.967,-0.726,5.6392
0,17,-5.581,9.9713,0.0,0.9787,0.6165,0.5621
0,18,-7.8467,2.5705,0.0,-1.1901,0.6468,2.6438
0,19,-2.3292,9.9157,0.0,1.1526,-0.2032,6.1087
0,20,-9.8119,4.4048,0.0,-1.2443,-0.2882,3.3692
0,21,2.7839,-7.7587,0.0,-1.0608,0.307,2.8599
0,22,7.5334,-4.6975,0.0,0.49,1.0408,1.1308
0,23,7.378,-4.0572,0.0,-0.9716,-0.7821,3.8193
0,24,5.2061,0.7795,0.0,-1.3231,-0.2418,3.3223
0,25,-3.4817,-9.6436,0.0,1.0559,-0.9943,5.5278
0,26,-3.8053,-8.8573,0.0,1.3329,-0.4739,5.9416
0,27,-0.2761,-8.66,0.0,0.1225,-1.3268,4.8044
0,28,-0.4715,0.9724,0.0,0.6845,-0.7091,5.4801
0,29,-5.7507,0.8275,0.0,0.4008,1.2482,1.2601
1,0,2.7992,-9.4345,0.0,0.157,0.98,1.4119
1,1,3.4838,7.8713,0.0,-0.7516,0.4198,2.6322
1,2,-5.6102,0.159,0.0,0.254,0.7782,1.2553
1,3,0.9272,-5.6669,0.0,0.4199,-1.1374,5.0661
1,4,6.1543,4.0207,0.0,0.5651,0.8709,0.9952
1,5,-3.2347,-8.1923,0.0,0.5018,-0.7079,5.3291
1,6,6.2198,4.5812,0.0,1.1577,-0.2032,6.1094
1,7,1.094,6.5254,0.0,0.799,-0.9391,5.4174
1,8,4.0765,-9.0213,0.0,-0.2194,0.9341,1.8015
1,9,-5.388,-8.0297,0.0,-0.6586,-0.7453,3.9887
1,10,-2.5356,-5.8351,0.0,0.912,-0.3771,5.8911
1,11,2.2281,-6.5026,0.0,0.6837,1.1179,1.0219
